-0.0012783178	-0.019532906	-0.046140704	-0.00330486	-0.015231493	0.029730788	-0.02545473	0.024816696	0.031117065	0.0038243185	0.049086135	0.0891883	-0.027863143	-0.06966372	0.01671147	-0.027188167
-0.07085773	-0.044292912	0.026705205	0.04406647	-0.031224048	0.03687906	-0.02201207	0.018325852	0.01813672	0.014335191	0.0078093307	0.012231949	0.054077476	-0.05177093	0.034263052	-0.026580982
-0.06460624	-0.034912605	-0.03194918	0.016151711	-0.043920744	0.045619395	-0.053368803	-0.016419694	-0.0052847937	-0.10747214	-0.016397873	-0.010012554	0.06425104	-0.011907164	0.003336357	0.026710562
-0.07708197	-0.041480467	-0.014486	0.017840901	-0.029024966	-0.06276841	0.015879596	-0.026429046	-0.00040511394	-0.064030625	-0.02276605	0.0028327033	0.040331412	-0.061602894	0.009960599	-0.046334233
-0.01771006	0.01788978	0.020678148	0.021017088	0.0039199344	-0.06790087	-0.021917153	-0.023106668	-0.03231546	0.04127104	-0.052029822	0.06207596	-0.005261686	-0.054369293	0.0016473873	0.042710148
0.024583122	-0.00050347706	0.04698136	0.0133060105	-0.018344563	-0.077634424	-0.027658567	-0.018617803	0.025333589	0.069582246	0.031222045	0.07453886	0.051838312	-0.031994145	-0.0051111593	0.010470426
-0.08939159	-0.083165556	-0.058022413	0.01671905	-0.04702067	0.03797262	0.015818067	0.011246201	0.048190556	-0.007268787	-0.0038920983	0.0056901355	0.009834655	-0.04545894	0.026816573	-0.05089228
-0.08260979	-0.049530704	-0.00028620794	0.008741203	-0.044235658	-0.059499223	0.030470556	0.011458935	-0.03377042	-0.007841756	0.0108636	0.026132109	0.022201272	0.028326627	0.039399926	-0.03575705
-0.024595601	-0.04742927	-0.011892462	0.06106017	-0.02811916	0.11238692	-0.051349286	-0.017196124	0.083849564	-0.08312484	0.058609355	-0.09435063	0.08756173	-0.048367918	0.030743748	-0.05402255
-0.033622026	0.018783694	-0.01026369	-0.03425949	-0.066214785	-0.0144314105	-0.006394104	0.022770673	0.05737327	0.0100900605	-0.010538347	0.008522902	0.033671707	-0.014612865	-0.009716191	-0.0049141156
-0.042470768	0.009974298	-0.018260607	-0.022690816	-0.02530549	-0.0017286723	0.027732546	0.019524226	0.053590775	-0.020837532	-0.0061203116	0.05511259	0.018951476	-0.028540796	-0.035483222	-0.048892297
0.03882642	-0.029813403	-0.039033227	0.0066051213	0.046083376	0.017822038	-0.0003948807	0.0075962553	-0.007692845	0.038971312	0.046962906	0.087612346	0.020543018	-0.036183372	0.043521527	0.033914685
0.024746232	0.08585126	-0.023426155	0.016168937	0.040372603	-0.02367468	0.022338046	0.06598491	0.000873782	0.027057277	0.02476122	0.08071043	0.0064419135	0.027354715	-0.067170635	0.007632355
-0.043446947	-0.038536053	-0.04210007	0.004965929	-0.028517509	-0.029654786	-0.0052182623	-0.023770982	-0.04337928	-0.07700877	-0.029397834	0.048049685	0.027409913	-0.0020007964	-0.018200466	-0.003238984
-0.017385187	0.01348464	0.020127028	-0.007632175	0.009907182	-0.047644354	0.021642227	0.0520874	-0.04179793	0.015789598	0.025160192	0.0041434816	0.008047045	-0.085593805	0.009150515	-0.019723812
0.005837897	0.024051154	-0.022602106	0.021112194	0.008505204	0.015106252	-0.05351833	-0.023205731	-0.0349432	-0.008100176	0.014040767	0.07466277	-0.020169565	-0.029320031	0.015709355	0.016941512
